"1 _ 1",,,
"Time","Force","Stroke","Ext.1"
"sec","N","mm","mm"
"0","0,08455912","0,0005666667","0"
"0,01","0,0872612","0,005666667","0"
"0,02","0,1009305","0,0148","0"
"0,03","0,1791318","0,02453333","0"
"0,04","0,4483859","0,03433333","-0,005"
"0,05","1,053969","0,04426667","-0,001"
"0,06","2,035936","0,05423333","0,003"
"0,07","3,292243","0,0642","0,012"
"0,08","4,674593","0,07423333","0,011"
"0,09","6,09223","0,0843","0,019"
"0,1","7,513205","0,09436667","0,021"
"0,11","8,921464","0,1043667","0,028"
"0,12","10,31097","0,1143333","0,027"
"0,13","11,69046","0,1243","0,031"
"0,14","13,06597","0,1342333","0,039"
"0,15","14,42909","0,1441333","0,041"
"0,16","15,76805","0,1542","0,043"
"0,17","17,0873","0,1643","0,04"
"0,18","18,40528","0,1743333","0,049"
"0,19","19,73168","0,1843333","0,058"
"0,2","21,06079","0,1943333","0,06"
"0,21","22,3821","0,2042667","0,061"
"0,22","23,69595","0,2142","0,064"
"0,23","25,01297","0,2242","0,071"
"0,24","26,33397","0,2342","0,079"
"0,25","27,64622","0,2442667","0,07600001"
"0,26","28,93845","0,2543333","0,081"
"0,27","30,21701","0,2643333","0,089"
"0,28","31,49589","0,2743333","0,09100001"
"0,29","32,78335","0,2843","0,09100001"
"0,3","34,07637","0,2942333","0,09900001"
"0,31","35,36781","0,3042","0,105"
"0,32","36,65511","0,3142","0,108"
"0,33","37,94225","0,3242333","0,11"
"0,34","39,2313","0,3343","0,115"
"0,35","40,52003","0,3443334","0,122"
"0,36","41,80431","0,3543667","0,129"
"0,37","43,0843","0,3643","0,126"
"0,38","44,35873","0,3742667","0,132"
"0,39","45,62235","0,3842667","0,14"
"0,4","46,86896","0,3941667","0,142"
"0,41","48,10095","0,4042","0,147"
"0,42","49,3269","0,4143","0,149"
"0,43","50,55523","0,4243333","0,153"
"0,44","51,7923","0,4343333","0,162"
"0,45","53,0378","0,4443667","0,164"
"0,46","54,28775","0,4542667","0,162"
"0,47","55,54008","0,4642","0,171"
"0,48","56,79305","0,4742","0,173"
"0,49","58,03998","0,4842","0,18"
"0,5","59,27594","0,4942667","0,179"
"0,51","60,50523","0,5043333","0,184"
"0,52","61,73055","0,5143667","0,191"
"0,53","62,95347","0,5244","0,197"
"0,54","64,17847","0,5343","0,195"
"0,55","65,41205","0,5442333","0,202"
"0,56","66,65055","0,5542333","0,208"
"0,57","67,88301","0,5642","0,213"
"0,58","69,10562","0,5742334","0,218"
"0,59","70,32156","0,5843","0,214"
"0,6","71,53384","0,5943334","0,222"
"0,61","72,73976","0,6043667","0,231"
"0,62","73,93535","0,6143333","0,233"
"0,63","75,11981","0,6242667","0,234"
"0,64","76,29427","0,6342","0,242"
"0,65","77,4614","0,6442","0,245"
"0,66","78,62154","0,6542","0,252"
"0,67","79,77914","0,6642666","0,249"
"0,68","80,94501","0,6743","0,254"
"0,69","82,1228","0,6843","0,262"
"0,7","83,30933","0,6943","0,266"
"0,71","84,50222","0,7043","0,265"
"0,72","85,70242","0,7142","0,268"
"0,73","86,90611","0,7242","0,273"
"0,74","88,10313","0,7342","0,282"
"0,75","89,28585","0,7442667","0,284"
"0,76","90,45601","0,7543333","0,284"
"0,77","91,61886","0,7643334","0,292"
"0,78","92,77884","0,7743334","0,294"
"0,79","93,93724","0,7843","0,299"
