"1 _ 1",,,
"Time","Force","Stroke","Ext.1"
"sec","N","mm","mm"
"0","0,1357396","0,0004333333","0"
"0,01","0,1354218","0,005466667","0"
"0,02","0,1441638","0,0145","0"
"0,03","0,1978874","0,02423333","0"
"0,04","0,3997485","0,0342","0"
"0,05","0,9190242","0,04423333","0,008"
"0,06","1,884619","0,05426667","0,011"
"0,07","3,261884","0,06423333","0,019"
"0,08","4,88472","0,07426666","0,022"
"0,09","6,594022","0,08423334","0,026"
"0,1","8,310954","0,09416667","0,031"
"0,11","10,01136","0,1041333","0,039"
"0,12","11,69093","0,1141333","0,042"
"0,13","13,36098","0,1242","0,043"
"0,14","15,03658","0,1342333","0,05"
"0,15","16,72188","0,1443","0,057"
"0,16","18,40957","0,1543333","0,062"
"0,17","20,08915","0,1643333","0,066"
"0,18","21,75601","0,1742333","0,061"
"0,19","23,41159","0,1842","0,06900001"
"0,2","25,057","0,1941667","0,07300001"
"0,21","26,68715","0,2041667","0,08000001"
"0,22","28,29933","0,2142667","0,08400001"
"0,23","29,90039","0,2242667","0,081"
"0,24","31,50336","0,2343","0,089"
"0,25","33,11332","0,2442667","0,094"
"0,26","34,7298","0,2542667","0,101"
"0,27","36,34898","0,2642","0,107"
"0,28","37,96577","0,2741667","0,107"
"0,29","39,57431","0,2841667","0,11"
"0,3","41,17091","0,2943","0,114"
"0,31","42,75592","0,3043","0,121"
"0,32","44,33234","0,3142667","0,128"
"0,33","45,90813","0,3242667","0,133"
"0,34","47,49234","0,3342333","0,132"
"0,35","49,08323","0,3441667","0,141"
"0,36","50,66745","0,3541333","0,151"
"0,37","52,2364","0,3642","0,157"
"0,38","53,79422","0,3742333","0,163"
"0,39","55,34983","0,3843","0,163"
"0,4","56,90543","0,3943","0,172"
"0,41","58,4569","0,4043333","0,182"
"0,42","60,00121","0,4143","0,192"
"0,43","61,53663","0,4242333","0,202"
"0,44","63,06044","0,4342","0,209"
"0,45","64,57185","0,4441333","0,212"
"0,46","66,0739","0,4541667","0,214"
"0,47","67,57148","0,4642667","0,222"
"0,48","69,07177","0,4742667","0,226"
"0,49","70,57969","0,4842667","0,234"
"0,5","72,09762","0,4942667","0,233"
"0,51","73,62318","0,5042","0,241"
"0,52","75,15446","0,5142334","0,244"
"0,53","76,68813","0,5241666","0,252"
"0,54","78,21973","0,5342","0,255"
"0,55","79,74196","0,5442333","0,258"
"0,56","81,25194","0,5543","0,257"
"0,57","82,7527","0,5642334","0,264"
"0,58","84,2487","0,5743","0,272"
"0,59","85,74248","0,5842333","0,277"
"0,6","87,2337","0,5942","0,28"
"0,61","88,72016","0,6041334","0,284"
"0,62","90,19868","0,6141667","0,294"
"0,63","91,66574","0,6242334","0,306"
"0,64","93,12296","0,6342667","0,319"
"0,65","94,57541","0,6442667","0,32"
"0,66","96,02467","0,6542667","0,324"
"0,67","97,46933","0,6642333","0,325"
"0,68","98,90891","0,6741667","0,331"
"0,69","100,3443","0,6841667","0,338"
"0,7","101,7715","0,6941333","0,34"
"0,71","103,1872","0,7041667","0,343"
"0,72","104,5993","0,7142667","0,346"
"0,73","106,0181","0,7243","0,355"
"0,74","107,4467","0,7342667","0,363"
"0,75","108,8832","0,7442667","0,366"
"0,76","110,329","0,7542","0,366"
"0,77","111,7824","0,7641667","0,37"
"0,78","113,2334","0,7741667","0,376"
"0,79","114,669","0,7842","0,383"
"0,8","116,0839","0,7943","0,387"
"0,81","117,4825","0,8043333","0,387"
"0,82","118,8733","0,8143","0,392"
"0,83","120,2607","0,8243","0,396"
"0,84","121,6412","0,8342333","0,406"
"0,85","123,0132","0,8441333","0,412"
"0,86","124,3811","0,8541334","0,414"
"0,87","125,7501","0,8641667","0,415"
