"1 _ 1",,,
"Time","Force","Stroke","Ext.1"
"sec","N","mm","mm"
"0","0,1118978","0,0005666667","0"
"0,01","0,1152356","0,005633333","0"
"0,02","0,1312892","0,01473333","-0,001"
"0,03","0,2206167","0,02453333","-0,008"
"0,04","0,5346934","0,03443334","-0,01"
"0,05","1,259168","0,04436667","-0,001"
"0,06","2,459367","0,05443333","0"
"0,07","4,018784","0,06433333","0,009000001"
"0,08","5,753835","0,07423333","0,01"
"0,09","7,539431","0,0842","0,017"
"0,1","9,316285","0,0942","0,02"
"0,11","11,05563","0,1042667","0,023"
"0,12","12,75523","0,1143333","0,029"
"0,13","14,43593","0,1243667","0,03"
"0,14","16,11662","0,1343667","0,039"
"0,15","17,79667","0,1443667","0,047"
"0,16","19,46672","0,1542667","0,049"
"0,17","21,12309","0,1642667","0,049"
"0,18","22,77231","0,1742","0,051"
"0,19","24,42169","0,1842667","0,06"
"0,2","26,06948","0,1943333","0,066"
"0,21","27,71012","0,2043667","0,066"
"0,22","29,34138","0,2144","0,07"
"0,23","30,96771","0,2243667","0,072"
"0,24","32,58801","0,2343","0,081"
"0,25","34,19383","0,2442667","0,082"
"0,26","35,78186","0,2541667","0,082"
"0,27","37,36067","0,2642","0,083"
"0,28","38,9444","0,2743","0,09"
"0,29","40,53879","0,2843333","0,09900001"
"0,3","42,13762","0,2943667","0,09900001"
"0,31","43,73217","0,3044","0,09900001"
"0,32","45,32417","0,3143667","0,103"
"0,33","46,92141","0,3242","0,11"
"0,34","48,52549","0,3342","0,118"
"0,35","50,12449","0,3442","0,116"
"0,36","51,70822","0,3542667","0,12"
"0,37","53,27797","0,3643333","0,125"
"0,38","54,84152","0,3744","0,131"
"0,39","56,40141","0,3844","0,139"
"0,4","57,9551","0,3943667","0,133"
"0,41","59,50006","0,4043","0,14"
"0,42","61,03913","0,4142333","0,145"
"0,43","62,57518","0,4241667","0,151"
"0,44","64,10583","0,4342333","0,157"
"0,45","65,63059","0,4443667","0,152"
"0,46","67,15282","0,4543667","0,16"
"0,47","68,67838","0,4644","0,163"
"0,48","70,20696","0,4744","0,172"
"0,49","71,73236","0,4843667","0,177"
"0,5","73,24616","0,4942333","0,174"
"0,51","74,7455","0,5041667","0,179"
"0,52","76,23498","0,5142","0,183"
"0,53","77,71985","0,5242667","0,192"
"0,54","79,20138","0,5343333","0,197"
"0,55","80,68434","0,5443667","0,193"
"0,56","82,17653","0,5544","0,201"
"0,57","83,68413","0,5643333","0,205"
"0,58","85,20555","0,5742667","0,212"
"0,59","86,7327","0,5842","0,22"
"0,6","88,25223","0,5942","0,217"
"0,61","89,74806","0,6042667","0,223"
"0,62","91,21291","0,6143667","0,232"
"0,63","92,65327","0,6243667","0,237"
"0,64","94,08204","0,6344","0,24"
"0,65","95,50953","0,6443334","0,241"
"0,66","96,94052","0,6542667","0,247"
"0,67","98,37627","0,6642333","0,254"
"0,68","99,81219","0,6741667","0,263"
"0,69","101,2427","0,6842","0,264"
"0,7","102,6665","0,6943","0,264"
"0,71","104,0897","0,7043667","0,273"
"0,72","105,5174","0,7144","0,279"
"0,73","106,9506","0,7244","0,281"
"0,74","108,3849","0,7343667","0,282"
"0,75","109,815","0,7442667","0,286"
"0,76","111,2399","0,7541667","0,293"
"0,77","112,6601","0,7641667","0,301"
"0,78","114,0747","0,7742667","0,3"
