"1 _ 1",,,
"Time","Force","Stroke","Ext.1"
"sec","N","mm","mm"
"0","0,06087621","0,0004","0"
"0,01","0,06214778","0,005466667","0"
"0,02","0,07073084","0,01336667","0"
"0,03","0,1222293","0,0216","0"
"0,04","0,3107389","0,0299","0,005"
"0,05","0,7781982","0,03826667","-0,001"
"0,06","1,616478","0,04656667","0,006"
"0,07","2,781391","0,05493334","0,011"
"0,08","4,133224","0,06323333","0,018"
"0,09","5,550861","0,07146667","0,01"
"0,1","6,97422","0,07983334","0,018"
"0,11","8,381526","0,08813334","0,019"
"0,12","9,767532","0,0965","0,026"
"0,13","11,14146","0,1048667","0,033"
"0,14","12,51666","0,1132333","0,039"
"0,15","13,89281","0,1216","0,041"
"0,16","15,25672","0,1299333","0,042"
"0,17","16,60188","0,1383","0,04"
"0,18","17,93464","0,1466","0,048"
"0,19","19,26025","0,1549","0,056"
"0,2","20,57457","0,1632","0,06"
"0,21","21,87157","0,1714333","0,062"
"0,22","23,15553","0,1798","0,06"
"0,23","24,43918","0,1882","0,06900001"
"0,24","25,73172","0,1965667","0,07600001"
"0,25","27,0311","0,2049333","0,082"
"0,26","28,33064","0,2132667","0,085"
"0,27","29,62955","0,2216333","0,08800001"
"0,28","30,93084","0,2299","0,09100001"
"0,29","32,23403","0,2381333","0,1"
"0,3","33,53278","0,2465333","0,101"
"0,31","34,82103","0,2548","0,107"
"0,32","36,10007","0,2631667","0,101"
"0,33","37,37736","0,2715667","0,108"
"0,34","38,65401","0,2799333","0,111"
"0,35","39,92701","0,2883","0,117"
"0,36","41,19682","0,2966","0,121"
"0,37","42,47077","0,3049333","0,126"
"0,38","43,75378","0,3132333","0,123"
"0,39","45,04108","0,3215","0,122"
"0,4","46,32028","0,3298667","0,129"
"0,41","47,58501","0,3381333","0,13"
"0,42","48,84084","0,3465","0,14"
"0,43","50,09747","0,3549","0,146"
"0,44","51,35775","0,3632333","0,148"
"0,45","52,61834","0,3716334","0,145"
"0,46","53,87338","0,3799333","0,151"
"0,47","55,11808","0,3883","0,155"
"0,48","56,34896","0,3966","0,161"
"0,49","57,56553","0,4048667","0,168"
"0,5","58,77209","0,4132","0,167"
"0,51","59,97372","0,4215333","0,169"
"0,52","61,17408","0,4298334","0,172"
"0,53","62,3765","0,4382333","0,181"
"0,54","63,58274","0,4465334","0,184"
"0,55","64,79231","0,4549333","0,186"
"0,56","66,00587","0,4632667","0,186"
"0,57","67,22927","0,4716","0,192"
"0,58","68,46507","0,4799","0,2"
"0,59","69,70834","0,4881667","0,202"
"0,6","70,95099","0,4965","0,209"
"0,61","72,18726","0,5047666","0,202"
"0,62","73,41448","0,5132","0,204"
