"1 _ 1",,,
"Time","Force","Stroke","Ext.1"
"sec","N","mm","mm"
"0","0,1829465","0,0004333333","0"
"0,01","0,1837413","0,0055","0"
"0,02","0,1905759","0,01343333","0"
"0,03","0,2384186","0,0216","0"
"0,04","0,4251798","0,02996667","0"
"0,05","0,9013812","0,03823333","0,007"
"0,06","1,769861","0,04653334","0,013"
"0,07","2,987862","0,05483333","0,018"
"0,08","4,406929","0,06313334","0,019"
"0,09","5,892912","0,0715","0,023"
"0,1","7,379373","0,07986667","0,03"
"0,11","8,842786","0,08823334","0,031"
"0,12","10,27822","0,0966","0,033"
"0,13","11,69729","0,1049333","0,035"
"0,14","13,11111","0,1133","0,041"
"0,15","14,51556","0,1216","0,05"
"0,16","15,90045","0,1298333","0,047"
"0,17","17,26866","0,1381667","0,044"
"0,18","18,63448","0,1464333","0,05"
"0,19","20,00841","0,1548333","0,059"
"0,2","21,38805","0,1632","0,061"
"0,21","22,76643","0,1716","0,062"
"0,22","24,14163","0,1799333","0,062"
"0,23","25,51731","0,1883","0,071"
"0,24","26,89425","0,1966333","0,07700001"
"0,25","28,26738","0,2049","0,078"
"0,26","29,62923","0,2132","0,07600001"
"0,27","30,97693","0,2215333","0,082"
"0,28","32,31541","0,2297667","0,09"
"0,29","33,65405","0,2381333","0,096"
"0,3","34,99969","0,2465333","0,09100001"
"0,31","36,35009","0,2549","0,098"
"0,32","37,70208","0,2632667","0,101"
"0,33","39,05455","0,2716","0,11"
"0,34","40,40829","0,28","0,107"
"0,35","41,76219","0,2882667","0,111"
"0,36","43,11292","0,2965333","0,119"
"0,37","44,45664","0,3048667","0,122"
"0,38","45,78813","0,3131333","0,128"
"0,39","47,10563","0,3215","0,122"
"0,4","48,40882","0,3299","0,13"
"0,41","49,69915","0,3382334","0,132"
"0,42","50,98104","0,3466333","0,141"
"0,43","52,26215","0,3549334","0,142"
"0,44","53,55167","0,3632667","0,142"
"0,45","54,84994","0,3715667","0,15"
"0,46","56,14948","0,3798667","0,153"
"0,47","57,44457","0,3882","0,159"
"0,48","58,73569","0,3964667","0,155"
"0,49","60,02601","0,4048333","0,162"
"0,5","61,31649","0,4132","0,167"
"0,51","62,6076","0,4215667","0,173"
"0,52","63,90238","0,4299667","0,173"
"0,53","65,20192","0,4382667","0,173"
"0,54","66,50273","0,4466333","0,181"
"0,55","67,79559","0,4549333","0,185"
"0,56","69,07607","0,4632","0,192"
"0,57","70,34572","0,4715333","0,19"
"0,58","71,6068","0,4798","0,193"
"0,59","72,85913","0,4881667","0,201"
"0,6","74,10303","0,4965333","0,203"
"0,61","75,34377","0,5049","0,207"
"0,62","76,58577","0,5133","0,205"
"0,63","77,83127","0,5216","0,212"
"0,64","79,07963","0,5299667","0,221"
"0,65","80,32973","0,5382333","0,223"
"0,66","81,5827","0,5465333","0,223"
"0,67","82,83759","0,5548667","0,225"
"0,68","84,08833","0,5631334","0,233"
"0,69","85,32603","0,5715","0,237"
"0,7","86,54832","0,5799","0,234"
"0,71","87,76077","0,5883","0,243"
"0,72","88,96986","0,5966333","0,245"
"0,73","90,17976","0,6049333","0,253"
"0,74","91,39426","0,6132666","0,25"
"0,75","92,61147","0,6215667","0,254"
"0,76","93,82773","0,6298333","0,262"
"0,77","95,04","0,6381667","0,268"
"0,78","96,24895","0,6464667","0,269"
"0,79","97,45551","0,6548333","0,273"
"0,8","98,66254","0,6632","0,277"
"0,81","99,87275","0,6715667","0,284"
"0,82","101,0858","0,6799334","0,288"
"0,83","102,2948","0,6882667","0,287"
"0,84","103,4926","0,6966333","0,294"
"0,85","104,6775","0,7049333","0,302"
"0,86","105,8493","0,7132","0,298"
"0,87","107,0077","0,7215334","0,303"
"0,88","108,1564","0,7297667","0,309"
"0,89","109,3006","0,7381334","0,315"
"0,9","110,4442","0,7465333","0,319"
"0,91","111,5893","0,7549334","0,318"
"0,92","112,7411","0,7633","0,324"
"0,93","113,9042","0,7716","0,332"
"0,94","115,0757","0,7799667","0,328"
"0,95","116,2481","0,7882333","0,334"
"0,96","117,4186","0,7965","0,341"
"0,97","118,5862","0,8048334","0,345"
"0,98","119,748","0,8131334","0,345"
"0,99","120,8995","0,8215333","0,345"
"1","122,0423","0,8298666","0,354"
"1,01","123,1801","0,8382667","0,358"
"1,02","124,3156","0,8466333","0,356"
"1,03","125,4516","0,8549333","0,364"
"1,04","126,5898","0,8632666","0,368"
"1,05","127,7307","0,8715667","0,374"
"1,06","128,8746","0,8798333","0,372"
"1,07","130,0189","0,8882","0,376"
"1,08","131,1569","0,8964334","0,385"
"1,09","132,2834","0,9048667","0,392"
"1,1","133,4008","0,9132333","0,386"
"1,11","134,5158","0,9216","0,394"
"1,12","135,6297","0,9299334","0,397"
"1,13","136,7386","0,9382333","0,405"
"1,14","137,8369","0,9466333","0,404"
"1,15","138,9222","0,9549","0,408"
"1,16","139,9965","0,9631667","0,415"
"1,17","141,064","0,9715334","0,421"
"1,18","142,124","0,9798","0,417"
"1,19","143,1777","0,9881667","0,423"
"1,2","144,2286","0,9965","0,426"
"1,21","145,2839","1,0049","0,436"
"1,22","146,3469","1,0133","0,439"
"1,23","147,4193","1,0216","0,437"
"1,24","148,5016","1,029967","0,445"
"1,25","149,59","1,038233","0,447"
"1,26","150,6791","1,046533","0,455"
"1,27","151,7644","1,054867","0,451"
"1,28","152,8452","1,063133","0,457"
"1,29","153,9203","1,071533","0,465"
"1,3","154,9848","1,079867","0,469"
"1,31","156,0356","1,088267","0,474"
"1,32","157,0776","1,096633","0,472"
"1,33","158,1192","1,104933","0,478"
"1,34","159,1628","1,1133","0,487"
"1,35","160,2055","1,1216","0,487"
"1,36","161,2428","1,129867","0,487"
"1,37","162,271","1,138167","0,495"
"1,38","163,2873","1,146467","0,5"
"1,39","164,2943","1,154833","0,503"
"1,4","165,2969","1,1632","0,505"
"1,41","166,3","1,171567","0,511"
"1,42","167,3017","1,179933","0,518"
"1,43","168,3024","1,188267","0,524"
"1,44","169,3045","1,1966","0,518"
"1,45","170,3087","1,204933","0,527"
"1,46","171,3093","1,2132","0,5330001"
"1,47","172,2991","1,221533","0,538"
"1,48","173,2761","1,2298","0,538"
"1,49","174,2485","1,238133","0,54"
"1,5","175,2256","1,246533","0,5470001"
"1,51","176,2098","1,2549","0,5560001"
"1,52","177,1944","1,263267","0,554"
"1,53","178,1759","1,271633","0,559"
"1,54","179,1587","1,28","0,568"
"1,55","180,1497","1,288267","0,572"
"1,56","181,1481","1,296533","0,571"
"1,57","182,144","1,304867","0,576"
"1,58","183,1268","1,313133","0,58"
"1,59","184,0951","1,321533","0,588"
"1,6","185,0543","1,3299","0,595"
"1,61","186,0034","1,338233","0,59"
"1,62","186,9367","1,346633","0,598"
"1,63","187,8586","1,3549","0,604"
"1,64","188,7786","1,3633","0,609"
"1,65","189,7012","1,371567","0,614"
"1,66","190,6244","1,379833","0,615"
"1,67","191,5444","1,388167","0,619"
"1,68","192,4601","1,396433","0,627"
"1,69","193,3748","1,404833","0,629"
"1,7","194,2944","1,4132","0,629"
"1,71","195,2194","1,421567","0,633"
"1,72","196,1454","1,429933","0,6390001"
"1,73","197,0682","1,438267","0,648"
"1,74","197,9839","1,446667","0,65"
"1,75","198,891","1,454933","0,65"
"1,76","199,7924","1,4632","0,654"
"1,77","200,6892","1,471533","0,66"
"1,78","201,5791","1,4798","0,6670001"
"1,79","202,4619","1,488133","0,661"
"1,8","203,3434","1,4965","0,669"
"1,81","204,2316","1,5049","0,674"
"1,82","205,128","1,5133","0,679"
"1,83","206,027","1,5216","0,677"
"1,84","206,9205","1,529967","0,6810001"
"1,85","207,8085","1,538267","0,689"
"1,86","208,698","1,546533","0,691"
