"1 _ 1",,,
"Time","Force","Stroke","Ext.1"
"sec","N","mm","mm"
"0","0,1225471","0,0004333333","0"
"0,01","0,1244545","0,0055","0"
"0,02","0,1343091","0,01336667","0"
"0,03","0,1856486","0,0215","0"
"0,04","0,3692309","0,0298","0"
"0,05","0,8254051","0,0381","0"
"0,06","1,651446","0,04646667","-0,006"
"0,07","2,812068","0,05486667","-0,004"
"0,08","4,173438","0,06323333","-0,004"
"0,09","5,612373","0,0716","-0,01"
"0,1","7,062117","0,07993334","-0,002"
"0,11","8,492947","0,08826667","-0,002"
"0,12","9,89453","0,09656667","-0,01"
"0,13","11,27656","0,1048","-0,006"
"0,14","12,65224","0,1131333","-0,002"
"0,15","14,01901","0,1214667","-0,008"
"0,16","15,36671","0,1298","-0,011"
"0,17","16,69391","0,1382667","-0,004"
"0,18","18,00998","0,1466","0,005"
"0,19","19,32383","0,1549667","0,01"
"0,2","20,63799","0,1632667","0,017"
"0,21","21,95263","0,1716","0,01"
"0,22","23,26997","0,1799","0,017"
"0,23","24,58986","0,1881667","0,022"
"0,24","25,90815","0,1965","0,029"
"0,25","27,22057","0,2047667","0,032"
"0,26","28,52742","0,2131333","0,039"
"0,27","29,83109","0,2215667","0,037"
"0,28","31,13508","0,2299333","0,039"
"0,29","32,43971","0,2383","0,043"
"0,3","33,74147","0,2466333","0,049"
"0,31","35,03704","0,2549667","0,051"
"0,32","36,32196","0,2632667","0,06"
"0,33","37,59448","0,2715333","0,063"
"0,34","38,85682","0,2798333","0,061"
"0,35","40,1144","0,2881","0,064"
"0,36","41,37087","0,2964667","0,07"
"0,37","42,62733","0,3049","0,078"
"0,38","43,8838","0,3132333","0,081"
"0,39","45,13836","0,3216","0,086"
"0,4","46,3899","0,3299667","0,081"
"0,41","47,63953","0,3382667","0,08800001"
"0,42","48,889","0,3465667","0,09100001"
"0,43","50,14022","0,3548333","0,097"
"0,44","51,39621","0,3631667","0,101"
"0,45","52,65729","0,3714667","0,107"
"0,46","53,92122","0,3798333","0,103"
"0,47","55,18071","0,3882333","0,107"
"0,48","56,43002","0,3966","0,111"
"0,49","57,66996","0,4049333","0,119"
"0,5","58,90322","0,4132667","0,122"
"0,51","60,12964","0,4216","0,129"
"0,52","61,34701","0,4299","0,127"
"0,53","62,55674","0,4381667","0,131"
"0,54","63,76441","0,4465","0,139"
"0,55","64,97192","0,4548","0,141"
"0,56","66,17848","0,4631333","0,149"
"0,57","67,38393","0,4715667","0,144"
"0,58","68,59254","0,4799","0,151"
"0,59","69,80531","0,4882667","0,16"
"0,6","71,01408","0,4966334","0,162"
"0,61","72,21047","0,5049334","0,168"
"0,62","73,39462","0,5132667","0,162"
"0,63","74,57208","0,5215","0,168"
"0,64","75,74574","0,5298333","0,172"
"0,65","76,91574","0,5381","0,18"
"0,66","78,08431","0,5464666","0,182"
"0,67","79,25494","0,5548667","0,191"
"0,68","80,43114","0,5632","0,185"
"0,69","81,61227","0,5715667","0,192"
"0,7","82,79578","0,5799333","0,193"
"0,71","83,9804","0,5882667","0,202"
"0,72","85,16979","0,5965667","0,206"
"0,73","86,36395","0,6048334","0,212"
"0,74","87,55652","0,6131667","0,211"
"0,75","88,73812","0,6214667","0,213"
"0,76","89,90558","0,6298333","0,216"
"0,77","91,06001","0,6382334","0,222"
"0,78","92,20298","0,6465667","0,227"
"0,79","93,33849","0,6549","0,233"
"0,8","94,4705","0,6632667","0,232"
"0,81","95,60045","0,6715667","0,232"
"0,82","96,7269","0,6799","0,241"
"0,83","97,84905","0,6881667","0,243"
"0,84","98,96755","0,6965","0,251"
"0,85","100,0837","0,7048","0,253"
"0,86","101,1964","0,7131667","0,253"
"0,87","102,3087","0,7215667","0,255"
"0,88","103,4252","0,7299","0,262"
"0,89","104,5461","0,7382666","0,267"
"0,9","105,6657","0,7466334","0,273"
"0,91","106,7794","0,7549334","0,278"
"0,92","107,8862","0,7632334","0,275"
"0,93","108,9853","0,7715334","0,28"
"0,94","110,0747","0,7798667","0,283"
"0,95","111,1528","0,7881","0,293"
"0,96","112,2235","0,7965","0,298"
"0,97","113,2959","0,8049","0,304"
"0,98","114,3748","0,8132333","0,305"
"0,99","115,4609","0,8216","0,304"
"1","116,5516","0,8299667","0,31"
"1,01","117,6449","0,8382667","0,314"
"1,02","118,7382","0,8465667","0,323"
"1,03","119,8255","0,8548334","0,327"
"1,04","120,9025","0,8631667","0,326"
"1,05","121,9657","0,8715","0,328"
"1,06","123,0151","0,8798333","0,334"
"1,07","124,0528","0,8882334","0,341"
"1,08","125,0817","0,8966","0,345"
"1,09","126,105","0,9049667","0,352"
"1,1","127,127","0,9132667","0,345"
"1,11","128,1536","0,9215667","0,354"
"1,12","129,1862","0,9299","0,355"
"1,13","130,2234","0,9381667","0,363"
"1,14","131,2626","0,9465","0,365"
"1,15","132,2991","0,9548","0,371"
"1,16","133,3315","0,9631667","0,367"
"1,17","134,3595","0,9715667","0,374"
"1,18","135,3871","0,9799","0,38"
"1,19","136,4172","0,9882667","0,385"
"1,2","137,4483","0,9966334","0,392"
"1,21","138,4762","1,004933","0,385"
"1,22","139,4966","1,013233","0,392"
"1,23","140,5067","1,0215","0,395"
"1,24","141,5048","1,029833","0,403"
"1,25","142,4909","1,0381","0,405"
"1,26","143,4679","1,0465","0,412"
"1,27","144,4411","1,0549","0,405"
"1,28","145,4136","1,063233","0,414"
"1,29","146,3876","1,0716","0,417"
"1,3","147,363","1,079933","0,424"
"1,31","148,3396","1,088267","0,429"
"1,32","149,3169","1,096533","0,426"
"1,33","150,297","1,1048","0,434"
"1,34","151,2787","1,113133","0,436"
"1,35","152,2557","1,121467","0,442"
"1,36","153,2229","1,129833","0,444"
"1,37","154,1801","1,138267","0,444"
"1,38","155,1285","1,1466","0,446"
"1,39","156,0694","1,154933","0,454"
"1,4","157,0074","1,163267","0,457"
"1,41","157,9471","1,1716","0,465"
"1,42","158,8906","1,179867","0,46"
"1,43","159,8358","1,188133","0,465"
"1,44","160,7807","1,196467","0,469"
"1,45","161,7233","1,204767","0,476"
"1,46","162,6627","1,213167","0,483"
"1,47","163,6016","1,221567","0,486"
"1,48","164,5447","1,2299","0,486"
"1,49","165,4895","1,238267","0,489"
"1,5","166,4273","1,246633","0,496"
"1,51","167,3504","1,254967","0,503"
"1,52","168,2579","1,263233","0,507"
"1,53","169,1508","1,2715","0,506"
"1,54","170,0328","1,279833","0,5100001"
"1,55","170,9083","1,2881","0,516"
"1,56","171,7831","1,296467","0,523"
"1,57","172,6621","1,304933","0,527"
"1,58","173,5474","1,313267","0,53"
"1,59","174,4385","1,3216","0,5330001"
"1,6","175,3324","1,329933","0,537"
"1,61","176,2268","1,338267","0,546"
"1,62","177,1199","1,346567","0,5470001"
"1,63","178,0125","1,3548","0,554"
"1,64","178,9039","1,363167","0,551"
"1,65","179,7889","1,371467","0,557"
"1,66","180,6614","1,379833","0,564"
"1,67","181,5225","1,388233","0,567"
"1,68","182,3783","1,3966","0,576"
"1,69","183,2336","1,404967","0,575"
"1,7","184,0909","1,4133","0,576"
"1,71","184,9534","1,4216","0,58"
"1,72","185,8219","1,4299","0,587"
"1,73","186,6908","1,438167","0,594"
"1,74","187,5518","1,4465","0,595"
"1,75","188,4015","1,4548","0,596"
"1,76","189,2413","1,463167","0,598"
"1,77","190,0746","1,471567","0,6070001"
"1,78","190,9045","1,4799","0,611"
"1,79","191,7337","1,4883","0,618"
"1,8","192,5605","1,496633","0,619"
"1,81","193,378","1,504933","0,6210001"
"1,82","194,1814","1,513233","0,628"
"1,83","194,9733","1,5215","0,632"
"1,84","195,7588","1,529867","0,638"
"1,85","196,5408","1,538167","0,637"
"1,86","197,3224","1,546467","0,64"
"1,87","198,1082","1,554867","0,648"
"1,88","198,899","1,5632","0,656"
"1,89","199,6916","1,5716","0,655"
"1,9","200,4868","1,579933","0,656"
"1,91","201,2893","1,588267","0,659"
"1,92","202,0984","1,596567","0,6670001"
"1,93","202,909","1,604833","0,6720001"
"1,94","203,7141","1,613167","0,6720001"
"1,95","204,5083","1,621467","0,677"
"1,96","205,2929","1,629833","0,679"
"1,97","206,0723","1,638233","0,688"
"1,98","206,8489","1,646567","0,692"
"1,99","207,6209","1,654933","0,692"
"2","208,3875","1,6633","0,6950001"
"2,01","209,1516","1,6716","0,6990001"
"2,02","209,9129","1,6799","0,708"
"2,03","210,6687","1,688133","0,71"
"2,04","211,4177","1,6965","0,711"
"2,05","212,1601","1,7048","0,71"
"2,06","212,8989","1,713167","0,719"
"2,07","213,6391","1,721567","0,725"
"2,08","214,3819","1,729867","0,73"
"2,09","215,1232","1,738233","0,73"
