"1 _ 1",,,
"Time","Force","Stroke","Ext.1"
"sec","N","mm","mm"
"0","0,228246","0,0004333333","0"
"0,01","0,2263387","0,005466667","0"
"0,02","0,231266","0,01333333","0"
"0,03","0,2765656","0,02153333","0"
"0,04","0,4502932","0,02986667","0"
"0,05","0,8889834","0,03826667","0"
"0,06","1,693249","0,0466","-0,004"
"0,07","2,834161","0,05493334","-0,004"
"0,08","4,182974","0,06323333","-0,008"
"0,09","5,616347","0,07153334","-0,01"
"0,1","7,069588","0,07983334","-0,002"
"0,11","8,514722","0,0881","-0,001"
"0,12","9,942055","0,09646667","-0,006"
"0,13","11,35826","0,1048333","-0,001"
"0,14","12,77701","0,1132333","0,007"
"0,15","14,19767","0,1216","0,009000001"
"0,16","15,60799","0,1299667","0,002"
"0,17","16,99909","0,1383333","0,009000001"
"0,18","18,37142","0,1466","0,012"
"0,19","19,72707","0,1549","0,019"
"0,2","21,06571","0,1631667","0,019"
"0,21","22,38782","0,1714667","0,02"
"0,22","23,69833","0,1798","0,022"
"0,23","25,00677","0,1881333","0,03"
"0,24","26,31919","0,1965667","0,034"
"0,25","27,63716","0,2049333","0,031"
"0,26","28,95784","0,2132333","0,036"
"0,27","30,27884","0,2216333","0,041"
"0,28","31,59889","0,2299","0,049"
"0,29","32,92068","0,2382333","0,046"
"0,3","34,24549","0,2465","0,05"
"0,31","35,56935","0,2548","0,059"
"0,32","36,88113","0,2631667","0,061"
"0,33","38,17574","0,2715","0,063"
"0,34","39,46098","0,2799","0,067"
"0,35","40,7486","0,2882667","0,071"
"0,36","42,04035","0,2966","0,08000001"
"0,37","43,33305","0,3049333","0,081"
"0,38","44,62751","0,3132333","0,081"
"0,39","45,92609","0,3215333","0,087"
"0,4","47,22611","0,3298333","0,09100001"
"0,41","48,52152","0,3381333","0,096"
"0,42","49,80914","0,3465","0,09200001"
"0,43","51,09024","0,3548667","0,101"
"0,44","52,36785","0,3632333","0,104"
"0,45","53,64418","0,3716","0,111"
"0,46","54,91845","0,3799333","0,11"
"0,47","56,18731","0,3883","0,111"
"0,48","57,44775","0,3965667","0,114"
"0,49","58,70135","0,4049","0,121"
"0,5","59,95019","0,4132","0,127"
"0,51","61,19299","0,4214667","0,129"
"0,52","62,42895","0,4298","0,128"
"0,53","63,66174","0,4382","0,132"
"0,54","64,89849","0,4465667","0,138"
"0,55","66,14129","0,4549","0,142"
"0,56","67,38821","0,4632334","0,146"
"0,57","68,63626","0,4716333","0,144"
"0,58","69,88462","0,4799","0,151"
"0,59","71,13313","0,4882333","0,157"
"0,6","72,38277","0,4965","0,16"
"0,61","73,63081","0,5048","0,158"
"0,62","74,8725","0,5131667","0,162"
"0,63","76,10782","0,5215","0,17"
"0,64","77,33917","0,5299","0,173"
"0,65","78,56878","0,5382667","0,18"
"0,66","79,79361","0,5465667","0,177"
"0,67","81,01273","0,5549334","0,183"
"0,68","82,22771","0,5632","0,189"
"0,69","83,43665","0,5715333","0,193"
"0,7","84,63415","0,5798333","0,198"
"0,71","85,82036","0,5881333","0,193"
"0,72","87,00227","0,5964667","0,202"
"0,73","88,18452","0,6048334","0,203"
"0,74","89,36882","0,6132333","0,212"
"0,75","90,55456","0,6216","0,213"
"0,76","91,73918","0,6299","0,214"
"0,77","92,91919","0,6383","0,213"
"0,78","94,09158","0,6465667","0,222"
"0,79","95,25474","0,6548667","0,225"
"0,8","96,40741","0,6631333","0,233"
"0,81","97,55246","0,6715","0,236"
"0,82","98,69226","0,6798334","0,234"
"0,83","99,82888","0,6881667","0,242"
"0,84","100,9644","0,6965667","0,246"
"0,85","102,1023","0,7049333","0,253"
"0,86","103,2443","0,7132667","0,254"
"0,87","104,3913","0,7216333","0,255"
"0,88","105,5454","0,7299333","0,262"
"0,89","106,7073","0,7382","0,267"
"0,9","107,8725","0,7464667","0,27"
"0,91","109,032","0,7548","0,271"
"0,92","110,1788","0,7631667","0,276"
"0,93","111,3103","0,7715334","0,283"
"0,94","112,4271","0,7799333","0,29"
"0,95","113,5305","0,7883","0,286"
"0,96","114,6256","0,7966334","0,291"
"0,97","115,716","0,8049667","0,294"
"0,98","116,8048","0,8132333","0,302"
"0,99","117,8942","0,8215333","0,304"
"1","118,985","0,8298","0,304"
"1,01","120,0755","0,8381","0,309"
"1,02","121,1623","0,8465","0,315"
"1,03","122,2445","0,8548667","0,32"
"1,04","123,3253","0,8632333","0,323"
"1,05","124,4084","0,8716","0,323"
"1,06","125,4956","0,8799334","0,328"
"1,07","126,5826","0,8883","0,334"
"1,08","127,6638","0,8966","0,343"
"1,09","128,7349","0,9049","0,343"
"1,1","129,7949","0,9131667","0,343"
"1,11","130,846","0,9214333","0,348"
"1,12","131,8935","0,9297667","0,354"
"1,13","132,9433","0,9381667","0,363"
"1,14","133,9998","0,9466","0,359"
"1,15","135,0635","0,9549333","0,365"
"1,16","136,1284","0,9632667","0,37"
"1,17","137,1899","0,9716333","0,376"
"1,18","138,2475","0,9799333","0,376"
"1,19","139,305","0,9882","0,376"
"1,2","140,3618","0,9965","0,384"
"1,21","141,4116","1,0048","0,387"
"1,22","142,4472","1,013167","0,393"
"1,23","143,466","1,0215","0,389"
"1,24","144,4723","1,0299","0,395"
"1,25","145,4713","1,038267","0,402"
"1,26","146,4674","1,0466","0,406"
"1,27","147,4652","1,054933","0,414"
"1,28","148,4674","1,063233","0,41"
"1,29","149,474","1,071533","0,415"
"1,3","150,4822","1,079833","0,421"
"1,31","151,4881","1,0881","0,426"
"1,32","152,4887","1,096467","0,435"
"1,33","153,4821","1,104833","0,437"
"1,34","154,4712","1,113233","0,437"
"1,35","155,4597","1,1216","0,446"
"1,36","156,4504","1,129933","0,453"
"1,37","157,4407","1,1383","0,457"
"1,38","158,4261","1,1466","0,457"
"1,39","159,4046","1,1549","0,464"
"1,4","160,3745","1,163167","0,468"
